Time,LA,LD,RPM,Gear,TPS,HP,Speed,Distance,Ticks
0.016666666666666666,0.0,0.0,800,1,0.0,3.0464584920030466,0.0,0.0,1
0.03333333333333333,0.0,0.0,800,1,1.0,3.0464584920030466,3.502692128811813,0.0,2
0.05,0.05108466606766399,-0.005523421622368458,810.4059946509204,1,1.0,3.2466542150722666,3.5482533732571087,1.642709895026439e-05,3
0.06666666666666667,0.05374259987688483,-0.005524398980259231,821.4188268664612,1,1.0,3.4630158608300965,3.596471574153734,3.3077430312087234e-05,4
0.08333333333333333,0.05655553415783538,-0.005525447091078998,833.0738819361324,1,1.0,3.697025201874668,3.6475016612204905,4.996401207699691e-05,5
0.1,0.05953250713900729,-0.00552657173187737,845.4086081229754,1,1.0,3.9503151145209685,3.7015075966276205,6.71006213206433e-05,6
0.11666666666666667,0.06268308398046202,-0.0055277792147382454,858.4626368902966,1,1.0,4.224686153893056,3.758662901393344,8.450183845672359e-05,7
0.13333333333333333,0.06601738748254346,-0.005529076441757891,872.2779101295816,1,1.0,4.52212502708076,3.8191512124341296,0.00010218309406984456,8
0.15,0.06954613058285548,-0.005530470966081976,886.8988147966417,1,1.0,4.844825186780325,3.883166872050903,0.00012016071847748763,9
0.16666666666666666,0.07328065074547503,-0.005531971059697064,902.3723253866254,1,1.0,5.195209794205837,3.950915551736681,0.00013845199417997225,10
0.18333333333333332,0.077232946352394,-0.005533585788753693,918.7481547034799,1,1.0,5.575957329568956,4.022614912300321,0.0001570752113665478,11
0.2,0.08141571521355684,-0.005535325097289443,936.0789134058173,1,1.0,5.9900301614532605,4.098495302416588,0.0001760497266555135,12
0.21666666666666667,0.08584239531859766,-0.005537199900322465,954.4202788390429,1,1.0,6.440706423377201,4.178800497834864,0.00019539602525660082,13
0.23333333333333334,0.09052720796050429,-0.005539222187400192,973.8311736930954,1,1.0,6.931615587216574,4.263788483607968,0.00021513578675478586,14
0.25,0.09548520336897334,-0.005541405137815663,994.3739550563363,1,1.0,7.4667781694702775,4.353732281839125,0.0002352919547262633,15
0.26666666666666666,0.10073230899918433,-0.005543763248846921,1016.1146144691013,1,1.0,7.7991535200476205,4.448920827589463,0.00025588881040954786,16
0.2833333333333333,0.10296510151099236,-0.005546312478534814,1038.3646519716558,1,1.0,8.054980651762332,4.54633961662192,0.0002769366790050197,17
0.3,0.104063849388943,-0.005548978521578456,1060.8650299082765,1,1.0,8.317392696870137,4.644854487489285,0.00029844063496561825,18
0.31666666666666665,0.10517495953912191,-0.005551733285700846,1083.6185515058974,1,1.0,8.586547459576956,4.744477713742706,0.00032040580956627893,19
0.3333333333333333,0.1062985703900438,-0.005554579096315684,1106.6280510768238,1,1.0,8.862606403002555,4.845221705036434,0.0003428373915340402,20
0.35,0.10743482190527646,-0.0055575183348688575,1129.8963943565323,1,1.0,9.145734732478976,4.947099008606842,0.00036574062768499776,21
0.36666666666666664,0.10858385560012176,-0.005560553440137146,1153.426478844987,1,1.0,9.436101480720515,5.0501223107668265,0.0003891208235681775,22
0.3833333333333333,0.10974581455847049,-0.005563686909556319,1177.2212341515017,1,1.0,9.733879594906691,5.154304438415741,0.0004129833441163985,23
0.4,0.11092084344983241,-0.005566921300579354,1201.2836223431789,1,1.0,10.039246025720624,5.259658360564994,0.0004373336143041994,24
0.4166666666666667,0.11210908854654268,-0.005570259232065384,1225.616638296966,1,1.0,10.352381818386172,5.366197189879471,0.0004621771198129006,25
0.43333333333333335,0.11331069774114708,-0.005573703385700116,1250.2233100553528,1,1.0,10.673472205748041,5.473934184234918,0.0004875194077028771,26
0.45,0.11452582056396712,-0.005577256507448359,1275.1066991857529,1,1.0,11.002706703440154,5.5828827482914365,0.0005133660870931153,27
0.4666666666666667,0.11575460820084672,-0.005580921409039435,1300.269901143598,1,1.0,11.340279207188502,5.6930564350832435,0.0005397228298481303,28
0.48333333333333334,0.11699721351108278,-0.00558470096948616,1325.7160456391784,1,1.0,11.686388092295603,5.80446894762484,0.0005665953712723193,29
0.5,0.11825379104554017,-0.005588598136638163,1351.4482970082693,1,1.0,12.041236315354954,5.917134140533742,0.0005939895108118274,30
0.5166666666666666,0.11952449706495402,-0.005592615928770297,1377.4698545865726,1,1.0,12.405031518244682,6.0310660216699254,0.0006219111127640029,31
0.5333333333333333,0.12080948955842055,-0.005596757436206925,1403.7839530880124,1,1.0,12.777986134450773,6.1462787537921395,0.0006503661069945221,32
0.55,0.12210892826207763,-0.005601025822982872,1430.3938629869144,1,1.0,13.160317497771333,6.262786656231234,0.0006793604896622593,33
0.5666666666666667,0.1234229746779778,-0.005605424328541858,1457.3028909041127,1,1.0,13.552247953454499,6.38060420658067,0.0007089003239519845,34
0.5833333333333334,0.12475179209315478,-0.005609956269473252,1484.5143799970117,1,1.0,13.954004971823663,6.499746042404351,0.0007389917408149677,35
0.6,0.1260955455988856,-0.005614625041287975,1512.0317103536404,1,1.0,14.365821264444852,6.620226962961949,0.0007696409397175693,36
0.6166666666666667,0.12745440211014947,-0.00561943412023444,1539.8582993907405,1,1.0,14.787934902892449,6.742061930951864,0.000800854189397902,37
0.6333333333333333,0.12882853038528644,-0.005624387065155405,1567.997602255917,1,1.0,15.220589440170382,6.865266074271995,0.0008326378286306427,38
0.65,0.13021810104585604,-0.005629487519386642,1596.453112233891,1,1.0,15.664034034847377,6.989854687798465,0.0008649982670000801,39
0.6666666666666666,0.13162328659669892,-0.005634739212698357,1625.2283611568935,1,1.0,16.118523577966062,7.115843235182465,0.0008979419856814804,40
0.6833333333333333,0.13304426144620296,-0.00564014596328029,1654.3269198192309,1,1.0,16.584318822786887,7.2432473506653885,0.0009314755382308572,41
0.7,0.1344812019267749,-0.005645711679771479,1683.7523983960666,1,1.0,17.061686517429393,7.372082840912392,0.0009656055513832294,42
0.7166666666666667,0.13593428631552115,-0.005651440363335659,1713.5084468664481,1,1.0,17.55089954047439,7.502365686864578,0.0010003387258594543,43
0.7333333333333333,0.137403694855137,-0.0056573361097833055,1743.5987554406236,1,1.0,18.05223703959228,7.634112045609932,0.0010356818371817225,44
0.75,0.13888960977500892,-0.005663403111741365,1774.0270549916802,1,1.0,18.565984573263933,7.767338252273199,0.0010716417364978021,45
